# t (s),C_000 (ppm),C_001 (ppm),C_002 (ppm),C_010 (ppm),C_011 (ppm),C_012 (ppm),C_020 (ppm),C_021 (ppm),C_022 (ppm),C_100 (ppm),C_101 (ppm),C_102 (ppm),C_110 (ppm),C_111 (ppm),C_112 (ppm),C_120 (ppm),C_121 (ppm),C_122 (ppm),C_200 (ppm),C_201 (ppm),C_202 (ppm),C_210 (ppm),C_211 (ppm),C_212 (ppm),C_220 (ppm),C_221 (ppm),C_222 (ppm),T_1 (deg),T_2 (deg),T_3 (deg),T_4 (deg),H_1 (% r.h.),H_2 (% r.h.),H_3 (% r.h.),H_4 (% r.h.),Wdir (deg),Wspd (m/s)
10.001,0.037,-0.018,0.001,0.118,-0.005,0.006,0.035,-0.018,0.058,-0.002,0.019,-0.026,-0.010,0.049,-0.000,0.038,0.001,0.000,-0.017,-0.017,0.015,-0.017,0.017,-0.016,-0.004,0.008,0.006,22.010,21.831,22.400,22.800,28.293,23.970,26.755,25.096,128.604,0.013
10.501,0.027,-0.036,0.001,0.118,-0.005,-0.012,0.035,-0.018,-0.002,-0.038,0.019,-0.026,-0.010,0.050,-0.000,0.038,-0.028,0.000,-0.017,-0.017,-0.022,-0.027,0.021,0.042,-0.004,0.008,0.006,22.010,21.829,22.400,22.800,28.293,23.970,26.755,25.096,24.214,0.002
11.001,0.027,-0.036,0.001,0.118,-0.005,-0.013,0.035,-0.018,-0.002,-0.038,0.019,0.137,-0.010,0.049,-0.000,0.038,-0.028,0.000,-0.017,-0.017,-0.022,-0.027,0.017,0.044,-0.018,0.008,0.006,22.010,21.829,22.400,22.800,28.293,23.970,26.757,25.096,132.701,0.013
11.501,0.027,-0.036,0.001,0.118,-0.005,-0.012,-0.013,-0.018,-0.002,-0.038,0.019,-0.048,-0.028,0.001,-0.000,0.038,-0.041,0.000,-0.017,-0.017,-0.022,-0.027,-0.004,0.044,-0.004,-0.013,0.004,22.010,21.830,22.400,22.800,28.292,23.970,26.759,25.096,197.000,0.023
12.001,0.037,-0.018,0.001,0.118,-0.005,0.006,-0.013,-0.018,-0.002,-0.048,0.019,-0.057,-0.028,0.046,0.013,0.038,-0.041,0.000,-0.017,-0.017,0.015,-0.027,0.031,0.042,-0.003,-0.058,0.004,22.010,21.830,22.400,22.800,28.290,23.970,26.760,25.096,197.000,0.031
12.501,0.037,-0.018,0.001,0.118,-0.005,0.006,-0.013,-0.018,-0.002,-0.048,0.019,-0.058,-0.010,0.031,0.013,0.038,-0.041,0.000,-0.017,-0.017,0.015,-0.027,0.010,-0.016,0.028,-0.017,0.006,22.009,21.830,22.400,22.800,28.290,23.970,26.759,25.096,197.000,0.036
13.001,0.037,-0.018,0.001,0.118,-0.005,0.006,-0.013,-0.018,-0.002,-0.049,0.019,-0.173,-0.002,0.001,0.013,0.038,-0.043,0.000,-0.017,-0.017,0.020,-0.027,-0.004,-0.016,0.028,-0.017,0.010,22.008,21.831,22.400,22.800,28.289,23.971,26.759,25.096,197.000,0.040
13.501,0.013,-0.018,0.001,0.118,-0.005,0.006,-0.013,-0.018,-0.002,-0.049,0.019,-0.173,-0.028,0.001,-0.000,0.038,-0.044,0.000,0.004,-0.017,0.072,-0.034,-0.004,-0.016,0.028,-0.017,0.010,22.008,21.832,22.400,22.800,28.288,23.973,26.760,25.096,197.000,0.037
14.001,0.013,-0.167,-0.064,0.118,-0.005,0.006,0.016,-0.018,-0.002,-0.049,0.019,-0.173,-0.028,0.001,-0.008,0.030,-0.044,0.000,0.010,-0.017,0.072,-0.034,0.010,-0.016,0.028,-0.017,0.014,22.007,21.833,22.400,22.800,28.288,23.976,26.762,25.096,197.000,0.030
14.501,0.013,-0.167,-0.064,0.118,-0.005,0.006,0.016,-0.018,-0.002,-0.049,0.019,-0.173,-0.028,0.001,-0.008,0.030,-0.044,0.000,0.011,-0.017,0.058,-0.034,-0.005,0.011,0.028,0.013,0.014,22.007,21.836,22.400,22.800,28.287,23.979,26.764,25.096,197.000,0.024
15.001,0.037,-0.167,-0.071,0.059,-0.005,0.006,-0.013,-0.018,-0.002,-0.018,0.019,-0.173,-0.028,0.001,-0.008,0.030,-0.044,0.000,0.011,-0.017,0.058,-0.027,-0.025,0.030,0.028,0.014,0.014,22.007,21.836,22.400,22.800,28.286,23.982,26.764,25.096,197.000,0.020
15.501,0.037,-0.167,-0.064,-0.042,-0.005,0.006,-0.013,-0.018,-0.002,-0.015,0.019,-0.173,-0.028,0.001,-0.013,0.025,-0.044,0.000,0.011,-0.017,0.060,-0.021,-0.025,0.030,0.028,0.014,0.014,22.007,21.835,22.400,22.800,28.287,23.983,26.764,25.096,197.000,0.024
16.001,0.062,-0.123,-0.064,-0.042,-0.005,0.006,0.016,-0.018,-0.002,-0.003,0.019,-0.173,-0.028,0.001,-0.008,0.030,-0.025,0.000,0.031,-0.017,0.058,-0.010,-0.025,0.056,0.028,0.014,0.014,22.007,21.835,22.400,22.800,28.284,23.985,26.765,25.096,139.116,0.021
16.501,0.062,-0.059,-0.064,-0.042,-0.005,0.006,0.016,-0.018,0.028,0.001,0.019,-0.145,-0.028,0.001,-0.008,0.031,-0.045,0.000,0.037,-0.017,-0.027,0.001,-0.025,0.056,0.028,-0.019,0.013,22.006,21.836,22.400,22.800,28.282,23.987,26.766,25.096,15.401,0.002
17.001,0.062,-0.059,-0.071,0.015,-0.005,0.006,0.015,-0.018,0.028,0.001,0.019,-0.145,-0.028,0.001,-0.006,0.031,-0.071,0.000,0.037,-0.017,0.008,0.001,-0.025,0.031,0.028,-0.024,0.006,22.005,21.837,22.400,22.800,28.280,23.991,26.766,25.096,125.464,0.019
17.501,0.013,-0.059,-0.076,0.118,-0.005,0.006,0.016,-0.018,0.030,0.001,0.019,-0.145,-0.028,0.001,0.007,0.017,-0.071,0.000,0.037,-0.017,-0.027,0.001,-0.025,0.031,0.028,-0.024,0.006,22.004,21.837,22.400,22.800,28.279,23.993,26.766,25.094,197.000,0.030
18.001,-0.019,-0.059,-0.076,0.118,-0.005,0.006,0.016,-0.018,0.028,-0.002,0.029,-0.173,-0.028,0.001,0.007,0.024,-0.071,0.000,0.037,-0.019,-0.080,-0.010,-0.025,0.031,0.028,-0.019,0.006,22.002,21.838,22.400,22.800,28.277,23.996,26.766,25.093,197.000,0.030
18.501,-0.019,-0.059,-0.076,0.118,-0.005,0.006,0.039,-0.018,-0.002,-0.003,0.029,-0.173,-0.028,0.001,0.007,0.024,-0.071,0.000,0.037,-0.037,-0.080,-0.010,-0.025,-0.016,0.028,0.015,0.006,22.002,21.838,22.400,22.800,28.275,23.998,26.765,25.093,197.000,0.030
19.001,-0.045,-0.074,-0.076,0.118,-0.005,0.006,0.015,-0.018,-0.002,-0.003,0.029,-0.173,-0.014,0.001,-0.000,0.024,-0.071,0.000,0.029,-0.048,-0.080,-0.010,-0.025,-0.016,0.028,0.015,0.003,22.002,21.837,22.400,22.800,28.274,24.000,26.763,25.093,197.000,0.030
19.501,-0.019,-0.074,-0.076,0.118,-0.005,0.006,0.040,-0.018,0.030,-0.002,-0.033,-0.173,-0.014,0.001,-0.000,0.024,-0.071,0.000,0.029,-0.048,-0.080,-0.004,-0.025,-0.016,0.028,0.053,0.006,22.001,21.838,22.400,22.800,28.272,24.002,26.762,25.093,197.000,0.033
20.001,0.004,0.031,-0.054,0.118,-0.005,0.006,0.015,-0.018,0.030,0.014,-0.033,-0.173,-0.014,0.041,-0.000,0.024,-0.071,0.000,0.008,-0.048,-0.043,0.007,-0.025,-0.016,0.028,0.016,0.006,22.000,21.838,22.400,22.800,28.270,24.002,26.759,25.092,197.000,0.040
20.501,0.008,0.029,-0.054,0.118,-0.005,0.006,0.015,-0.018,0.030,0.014,-0.033,-0.173,-0.028,0.041,-0.000,0.031,-0.071,0.000,0.008,-0.029,-0.036,0.007,-0.025,0.009,0.028,0.015,0.010,22.000,21.837,22.400,22.800,28.269,24.002,26.757,25.092,197.000,0.034
21.001,0.004,-0.075,0.001,0.118,-0.005,0.006,0.015,-0.018,0.030,0.014,0.019,-0.053,-0.028,0.001,-0.000,0.024,-0.071,0.000,0.006,-0.017,-0.036,0.007,-0.025,0.009,0.028,0.016,0.010,22.000,21.836,22.400,22.800,28.267,24.003,26.754,25.092,197.000,0.030
21.501,0.004,-0.018,0.035,0.118,-0.005,0.006,0.014,-0.018,0.030,0.014,0.019,0.044,-0.028,0.001,-0.000,0.017,-0.071,0.000,0.008,-0.007,0.003,0.007,-0.025,0.009,0.028,0.016,0.010,22.000,21.838,22.400,22.800,28.265,24.005,26.752,25.092,197.000,0.030
22.001,0.007,-0.018,0.037,0.118,-0.005,-0.025,0.014,-0.018,0.030,0.014,0.079,0.062,-0.028,0.001,0.007,0.024,-0.071,0.000,0.009,-0.006,0.015,0.007,-0.025,0.009,0.028,0.016,0.006,22.001,21.838,22.400,22.800,28.265,24.007,26.749,25.092,136.607,0.021
22.501,0.007,-0.018,0.037,0.065,-0.005,-0.025,0.014,-0.018,0.032,0.008,0.079,0.093,-0.028,0.001,0.007,0.024,-0.071,0.000,0.009,-0.006,0.003,0.002,-0.025,0.009,0.002,0.016,0.006,22.003,21.840,22.400,22.800,28.265,24.011,26.747,25.092,24.694,0.001
23.001,0.007,-0.055,0.037,0.012,-0.005,0.006,0.014,-0.018,0.032,0.008,0.079,0.093,-0.028,0.001,-0.000,0.017,-0.047,0.000,0.009,-0.006,0.003,-0.004,-0.025,0.009,0.002,0.016,0.006,22.005,21.841,22.400,22.800,28.264,24.013,26.744,25.092,128.167,0.007
23.501,0.037,-0.055,-0.024,0.012,-0.005,0.006,0.014,-0.018,0.032,0.008,0.019,0.247,-0.028,0.001,-0.000,0.024,-0.046,0.000,0.013,-0.017,0.045,0.002,-0.025,-0.016,0.028,0.016,0.006,22.005,21.841,22.400,22.800,28.262,24.015,26.742,25.092,197.000,0.010
24.001,0.037,-0.055,-0.033,0.012,-0.005,0.006,0.014,-0.018,-0.002,0.013,0.019,0.247,-0.028,0.001,-0.000,0.024,-0.046,0.000,0.009,-0.017,0.045,0.002,-0.025,0.008,0.028,0.016,0.006,22.005,21.840,22.400,22.800,28.259,24.016,26.739,25.092,197.000,0.010
24.501,0.037,-0.055,-0.040,0.012,-0.005,0.006,0.014,-0.018,-0.002,0.013,0.019,0.093,-0.028,0.001,-0.000,0.024,-0.047,0.000,0.013,-0.017,0.015,0.002,-0.025,0.008,0.028,0.017,0.006,22.005,21.839,22.400,22.800,28.257,24.018,26.736,25.092,197.000,0.010
25.002,0.009,-0.018,-0.070,0.012,-0.005,0.006,0.014,-0.018,-0.002,0.013,0.019,-0.169,-0.028,0.001,-0.000,0.024,-0.071,0.000,0.013,-0.017,0.015,0.002,-0.025,-0.016,0.028,0.017,0.006,22.005,21.837,22.400,22.800,28.255,24.018,26.734,25.092,197.000,0.010
25.502,0.009,-0.018,-0.040,-0.042,-0.005,0.006,0.014,-0.018,-0.037,0.014,0.019,-0.173,-0.028,0.001,-0.000,0.031,-0.071,0.000,0.008,-0.017,0.015,0.002,-0.025,-0.016,0.028,0.017,0.006,22.005,21.835,22.400,22.800,28.254,24.019,26.731,25.092,197.000,0.013
26.002,-0.019,-0.018,-0.033,-0.042,-0.005,0.006,-0.013,-0.018,-0.037,0.014,0.019,-0.173,-0.028,0.001,-0.000,0.031,-0.071,0.000,-0.017,-0.017,0.015,0.002,-0.007,-0.016,0.028,-0.021,0.007,22.005,21.835,22.400,22.800,28.253,24.021,26.729,25.092,136.971,0.014
26.502,-0.026,-0.018,0.001,-0.042,-0.005,0.006,-0.013,-0.018,-0.037,0.014,0.019,-0.173,-0.028,0.001,-0.000,0.024,-0.071,0.000,-0.017,-0.026,0.015,0.002,-0.007,-0.016,0.028,-0.021,0.007,22.005,21.834,22.400,22.800,28.252,24.021,26.726,25.092,25.511,0.001
27.002,-0.019,-0.018,0.001,-0.042,-0.005,0.021,-0.013,-0.018,-0.072,0.014,0.019,-0.173,-0.028,0.039,-0.000,0.038,-0.071,0.000,-0.017,-0.026,0.015,-0.004,0.012,-0.016,0.028,-0.021,0.010,22.005,21.835,22.400,22.800,28.251,24.023,26.724,25.091,127.908,0.006
27.502,-0.016,-0.057,0.001,-0.042,-0.005,0.021,-0.013,-0.018,-0.035,0.026,0.019,-0.173,-0.028,0.040,0.007,0.038,-0.071,0.000,-0.017,-0.017,-0.025,-0.004,0.012,-0.016,0.028,-0.021,0.007,22.005,21.835,22.400,22.800,28.249,24.023,26.722,25.089,197.000,0.013
28.002,-0.019,-0.174,0.001,-0.042,-0.005,0.021,-0.013,-0.018,-0.002,0.026,0.019,-0.173,-0.028,0.039,0.007,0.038,-0.047,0.000,-0.017,-0.017,-0.161,-0.010,-0.007,-0.016,0.028,-0.021,0.007,22.005,21.836,22.400,22.800,28.247,24.025,26.721,25.087,197.000,0.020
28.502,-0.026,-0.174,0.001,-0.042,-0.005,0.021,-0.013,-0.018,-0.002,0.031,0.019,-0.091,-0.028,0.001,0.007,0.038,-0.047,0.000,-0.017,-0.017,-0.161,-0.010,0.013,-0.016,0.028,0.017,0.003,22.005,21.838,22.400,22.800,28.246,24.029,26.719,25.087,197.000,0.020
29.002,-0.047,-0.174,-0.001,-0.042,-0.005,0.006,0.013,-0.018,-0.002,0.057,0.019,-0.084,-0.028,0.039,0.007,0.038,-0.022,0.000,-0.017,-0.017,-0.161,-0.010,0.013,-0.016,0.028,-0.022,0.007,22.005,21.838,22.400,22.800,28.244,24.031,26.717,25.087,197.000,0.020
29.502,-0.047,-0.018,-0.031,0.010,-0.005,0.006,0.013,-0.018,-0.002,0.220,-0.176,-0.029,-0.028,-0.036,-0.000,0.038,-0.022,0.000,-0.017,-0.017,-0.100,-0.010,-0.007,-0.016,0.028,-0.022,0.007,22.005,21.839,22.400,22.800,28.242,24.033,26.716,25.085,197.000,0.020
30.002,-0.047,-0.007,-0.059,-0.042,-0.005,0.006,0.042,-0.018,-0.002,0.220,-0.176,-0.029,-0.028,-0.037,-0.000,0.038,-0.048,0.000,-0.017,-0.017,-0.029,-0.010,0.013,-0.016,0.028,0.018,0.010,22.006,21.838,22.400,22.800,28.240,24.033,26.715,25.084,197.000,0.020
30.502,-0.047,-0.007,-0.072,-0.042,-0.005,0.019,0.068,-0.018,-0.002,0.220,-0.177,-0.084,-0.028,-0.036,-0.000,0.038,-0.050,-0.027,-0.017,-0.017,-0.029,-0.010,0.013,-0.016,0.028,0.018,0.010,22.008,21.838,22.400,22.800,28.239,24.033,26.714,25.083,197.000,0.026
31.002,-0.047,-0.007,-0.059,0.005,-0.005,0.020,0.068,-0.018,-0.002,0.035,-0.177,-0.029,-0.028,0.035,-0.000,0.038,-0.050,-0.029,-0.017,-0.017,-0.025,-0.010,-0.008,-0.016,0.028,-0.023,0.010,22.008,21.837,22.400,22.800,28.237,24.033,26.711,25.083,197.000,0.030
31.502,-0.049,-0.057,-0.072,0.005,-0.005,0.020,0.068,-0.018,-0.002,0.001,-0.125,-0.173,-0.028,0.001,-0.000,0.038,-0.050,-0.029,-0.017,-0.017,-0.029,-0.010,-0.025,-0.016,0.028,-0.058,0.010,22.008,21.838,22.400,22.800,28.236,24.035,26.709,25.083,197.000,0.027
32.002,-0.049,-0.124,-0.101,-0.042,-0.005,0.038,0.045,-0.021,-0.002,-0.003,-0.037,-0.173,-0.028,0.034,-0.000,0.038,0.001,-0.027,-0.017,-0.026,-0.095,-0.005,-0.025,-0.016,0.007,-0.058,0.010,22.008,21.838,22.400,22.800,28.237,24.035,26.707,25.083,144.996,0.015
32.502,-0.049,-0.133,-0.072,-0.042,-0.005,0.019,0.045,-0.021,-0.002,-0.003,0.019,-0.173,-0.028,0.035,-0.000,0.038,0.001,0.000,-0.017,-0.026,-0.139,0.007,-0.025,-0.016,0.006,-0.058,0.010,22.008,21.838,22.400,22.800,28.235,24.036,26.707,25.083,22.282,0.001
33.002,-0.049,-0.133,-0.052,-0.042,-0.005,0.019,0.010,-0.021,-0.002,0.035,0.019,-0.012,-0.028,0.034,-0.006,0.038,0.001,0.000,-0.017,-0.026,-0.139,0.007,-0.025,0.004,-0.029,-0.027,0.007,22.008,21.839,22.400,22.800,28.235,24.037,26.707,25.083,123.626,0.006
33.502,-0.049,-0.133,-0.008,-0.042,-0.005,0.019,-0.013,-0.021,-0.002,0.054,0.019,-0.012,-0.016,0.001,-0.010,0.038,-0.038,0.000,-0.017,-0.017,-0.139,0.007,-0.025,0.004,-0.029,0.053,0.002,22.008,21.837,22.400,22.800,28.236,24.037,26.704,25.083,197.000,0.012
34.002,-0.052,-0.018,-0.008,-0.042,-0.005,0.006,-0.013,-0.018,-0.002,0.054,0.013,-0.012,-0.016,0.033,-0.006,0.044,-0.038,0.000,-0.019,-0.017,-0.144,0.007,-0.025,0.037,0.007,0.053,0.010,22.008,21.837,22.400,22.800,28.234,24.037,26.701,25.083,197.000,0.020
34.502,-0.052,-0.018,0.001,-0.042,-0.005,0.006,-0.013,-0.018,0.026,0.054,0.013,0.116,-0.016,0.033,-0.000,0.044,-0.038,0.000,-0.019,-0.017,-0.144,0.012,-0.025,0.037,0.028,0.053,0.007,22.008,21.834,22.400,22.800,28.233,24.034,26.698,25.083,197.000,0.026
35.002,-0.052,-0.018,0.001,0.002,-0.005,0.018,-0.013,-0.018,0.026,0.042,0.013,0.180,-0.028,0.001,-0.000,0.054,-0.051,-0.025,-0.019,-0.017,-0.144,0.029,-0.025,0.004,0.028,0.053,0.005,22.008,21.833,22.400,22.800,28.232,24.033,26.698,25.083,197.000,0.030
35.502,-0.049,-0.077,0.001,0.002,-0.005,0.018,0.009,-0.018,0.026,0.042,0.046,0.180,-0.028,0.001,-0.000,0.054,-0.032,-0.026,-0.037,-0.017,0.036,0.041,-0.025,-0.016,0.028,0.024,0.007,22.010,21.833,22.400,22.800,28.233,24.033,26.697,25.083,197.000,0.030
36.002,-0.049,-0.077,0.001,0.002,-0.005,0.006,0.009,-0.018,0.073,0.020,0.046,0.180,-0.028,0.032,-0.000,0.054,-0.018,-0.026,-0.037,-0.017,0.036,0.045,-0.025,-0.016,0.028,0.024,0.010,22.010,21.833,22.400,22.800,28.233,24.033,26.694,25.083,197.000,0.030
36.502,-0.049,-0.077,0.001,-0.042,-0.005,0.006,0.009,-0.018,0.026,0.020,0.046,0.180,-0.028,0.032,-0.000,0.059,-0.018,-0.025,-0.037,-0.017,0.036,0.057,-0.025,-0.016,0.028,0.024,0.007,22.010,21.832,22.400,22.800,28.233,24.032,26.692,25.084,197.000,0.030
37.002,-0.070,-0.054,0.001,-0.042,-0.005,0.006,-0.013,-0.018,0.025,0.014,0.019,0.180,-0.028,0.001,-0.000,0.059,-0.018,-0.025,-0.072,-0.034,0.015,0.061,-0.025,-0.016,0.028,0.024,0.005,22.010,21.833,22.400,22.800,28.234,24.033,26.690,25.084,197.000,0.030
37.502,-0.072,-0.054,-0.003,-0.042,-0.005,0.006,-0.013,-0.018,0.024,0.014,0.019,0.180,-0.028,0.001,-0.000,0.059,-0.018,-0.025,-0.115,-0.049,0.000,0.061,-0.025,-0.016,0.028,0.024,0.010,22.010,21.834,22.400,22.800,28.233,24.034,26.688,25.085,197.000,0.030
38.002,-0.083,-0.054,-0.121,-0.042,-0.005,0.006,-0.013,-0.018,0.024,0.003,0.019,-0.173,-0.028,0.001,-0.000,0.059,0.001,-0.024,-0.115,-0.049,-0.025,0.069,-0.025,-0.016,0.028,-0.029,0.004,22.010,21.833,22.400,22.800,28.233,24.033,26.685,25.088,149.209,0.023
38.502,-0.083,-0.136,-0.230,-0.042,-0.005,0.006,0.008,-0.018,0.024,-0.022,0.001,-0.173,-0.028,0.001,-0.000,0.059,0.001,-0.025,-0.115,-0.049,-0.079,0.073,-0.025,-0.034,0.008,0.024,-0.001,22.010,21.833,22.400,22.800,28.232,24.033,26.685,25.090,19.028,0.003
39.002,-0.070,-0.136,-0.230,-0.042,-0.005,0.016,0.047,-0.011,0.074,-0.022,0.001,-0.173,-0.028,0.001,-0.000,0.059,0.001,-0.025,-0.091,-0.049,-0.101,0.073,-0.025,-0.034,-0.012,0.024,-0.001,22.010,21.834,22.400,22.800,28.230,24.034,26.683,25.091,121.001,0.018
39.502,-0.049,-0.136,-0.121,-0.042,-0.005,0.018,0.068,-0.008,0.074,-0.022,0.001,-0.173,-0.028,0.001,-0.005,0.059,0.001,-0.047,-0.075,-0.043,-0.079,0.073,-0.025,-0.034,-0.031,0.026,-0.001,22.010,21.833,22.400,22.800,28.230,24.033,26.680,25.091,197.000,0.030
