# t (s),C_000 (ppm),C_001 (ppm),C_002 (ppm),C_010 (ppm),C_011 (ppm),C_012 (ppm),C_020 (ppm),C_021 (ppm),C_022 (ppm),C_100 (ppm),C_101 (ppm),C_102 (ppm),C_110 (ppm),C_111 (ppm),C_112 (ppm),C_120 (ppm),C_121 (ppm),C_122 (ppm),C_200 (ppm),C_201 (ppm),C_202 (ppm),C_210 (ppm),C_211 (ppm),C_212 (ppm),C_220 (ppm),C_221 (ppm),C_222 (ppm),T_1 (deg),T_2 (deg),T_3 (deg),T_4 (deg),H_1 (% r.h.),H_2 (% r.h.),H_3 (% r.h.),H_4 (% r.h.),Wdir (deg),Wspd (m/s)
13.001,0.035,0.100,-0.109,-0.177,-0.031,-0.032,-0.011,0.064,-0.109,-0.012,0.069,0.124,-0.019,-0.066,0.028,0.128,-0.140,0.003,-0.006,-0.037,0.080,0.031,0.012,-0.116,-0.035,0.065,-0.015,22.513,22.300,22.700,22.600,48.300,47.300,46.393,44.666,135.784,0.737
13.501,0.046,0.053,-0.109,-0.198,-0.031,-0.032,-0.011,0.058,-0.137,-0.012,0.069,0.140,-0.019,-0.066,0.029,0.128,-0.140,0.003,-0.027,-0.026,0.080,0.038,0.032,-0.143,-0.035,0.065,-0.015,22.513,22.300,22.700,22.600,48.300,47.300,46.390,44.664,351.095,0.920
14.001,0.082,0.053,-0.080,-0.198,-0.031,-0.032,-0.011,0.058,-0.137,-0.012,0.069,0.147,-0.019,-0.066,0.028,0.121,-0.140,0.003,-0.027,-0.026,0.080,0.038,0.041,-0.210,-0.002,0.065,-0.012,22.513,22.300,22.700,22.600,48.300,47.300,46.388,44.661,344.786,0.820
14.501,0.104,0.053,-0.109,-0.175,-0.031,-0.032,-0.011,0.058,-0.124,-0.012,0.069,0.147,-0.019,-0.066,0.028,0.121,-0.140,0.003,-0.027,-0.026,0.080,0.030,0.041,-0.210,-0.002,0.065,-0.015,22.513,22.300,22.700,22.600,48.300,47.300,46.386,44.659,341.000,0.760
15.001,0.104,-0.018,-0.109,-0.172,-0.031,-0.037,-0.011,0.058,-0.105,-0.012,0.069,0.147,-0.019,-0.066,0.028,0.128,-0.140,0.003,-0.027,-0.026,0.080,0.036,0.041,-0.210,0.032,0.065,-0.012,22.513,22.300,22.700,22.600,48.300,47.300,46.382,44.657,210.049,0.717
15.501,0.104,-0.018,-0.081,-0.172,-0.031,-0.046,-0.011,0.058,-0.124,-0.012,0.069,0.147,-0.032,-0.066,0.028,0.121,-0.140,0.003,-0.027,-0.021,0.080,0.027,0.027,-0.166,0.032,0.030,-0.015,22.513,22.300,22.700,22.600,48.300,47.300,46.380,44.656,3.000,0.650
16.001,0.104,-0.018,-0.081,-0.126,-0.031,-0.037,-0.011,0.064,-0.105,-0.012,0.069,0.142,-0.039,-0.066,0.028,0.121,-0.140,0.003,-0.027,-0.011,0.042,0.027,0.017,-0.118,0.032,0.030,-0.015,22.513,22.300,22.700,22.600,48.300,47.300,46.376,44.655,3.000,0.650
16.501,0.082,-0.018,-0.109,-0.126,-0.031,-0.032,-0.011,0.064,-0.105,-0.012,0.069,-0.147,-0.039,-0.066,0.028,0.121,-0.140,0.003,-0.044,-0.011,0.005,0.027,0.017,-0.104,0.011,0.030,-0.015,22.513,22.300,22.700,22.600,48.300,47.300,46.372,44.653,112.195,0.647
17.001,0.082,-0.018,-0.081,-0.126,-0.031,-0.032,-0.011,0.067,-0.105,-0.012,0.069,-0.147,-0.031,-0.066,0.028,0.121,-0.119,0.003,-0.044,-0.011,-0.041,0.036,0.027,-0.082,-0.025,-0.003,-0.012,22.513,22.300,22.700,22.600,48.300,47.300,46.370,44.650,349.071,0.638
17.501,0.080,-0.018,-0.082,-0.126,-0.031,-0.032,-0.011,0.067,-0.105,-0.012,0.069,-0.159,-0.040,-0.066,0.021,0.121,-0.119,0.003,-0.044,-0.011,-0.041,0.027,0.027,-0.082,-0.025,-0.020,-0.015,22.514,22.300,22.700,22.600,48.300,47.300,46.367,44.648,354.530,0.627
18.001,0.059,-0.018,-0.136,-0.126,-0.031,-0.032,-0.011,0.064,-0.074,-0.012,0.069,-0.159,-0.031,-0.066,0.021,0.116,-0.119,0.003,-0.027,-0.011,-0.041,0.038,0.027,-0.082,-0.025,-0.020,-0.015,22.515,22.300,22.700,22.600,48.300,47.300,46.365,44.645,358.000,0.620
18.501,0.059,-0.058,-0.136,-0.126,-0.031,-0.032,-0.011,0.058,-0.074,-0.023,0.069,-0.070,-0.031,-0.066,0.021,0.110,-0.104,0.003,-0.027,-0.011,-0.001,0.041,0.027,-0.062,-0.041,-0.003,-0.019,22.515,22.300,22.700,22.600,48.300,47.300,46.362,44.643,243.318,0.561
19.001,0.035,-0.098,-0.083,-0.126,-0.031,-0.032,-0.011,0.058,-0.074,-0.023,0.069,-0.061,-0.040,-0.066,0.021,0.110,-0.104,0.003,-0.027,-0.011,0.040,0.042,0.002,-0.041,-0.046,-0.003,-0.019,22.515,22.300,22.700,22.600,48.300,47.300,46.359,44.642,53.497,0.461
19.501,0.035,-0.098,-0.083,-0.126,-0.031,-0.032,-0.011,0.058,-0.047,-0.023,0.069,-0.061,-0.040,-0.066,0.021,0.110,-0.084,0.030,-0.027,-0.011,0.040,0.042,0.002,-0.041,-0.063,0.001,-0.019,22.515,22.300,22.700,22.600,48.300,47.300,46.357,44.641,230.925,0.545
20.001,0.035,-0.098,-0.136,-0.126,-0.031,-0.032,-0.011,0.058,-0.047,-0.012,0.069,0.034,-0.030,-0.038,0.021,0.110,-0.084,0.032,-0.027,-0.011,0.061,0.047,-0.011,-0.044,-0.063,0.033,-0.019,22.515,22.300,22.700,22.600,48.300,47.300,46.357,44.639,349.000,0.600
20.501,0.035,0.020,-0.136,-0.166,-0.031,-0.043,-0.011,0.058,-0.101,-0.012,0.016,-0.061,-0.041,-0.038,0.021,0.110,-0.084,0.030,-0.027,-0.011,0.040,0.052,-0.011,-0.062,-0.063,0.033,-0.019,22.515,22.300,22.700,22.600,48.300,47.300,46.354,44.638,247.727,0.565
21.001,0.035,0.118,-0.088,-0.166,-0.031,-0.043,-0.011,0.058,-0.101,-0.012,0.016,-0.068,-0.030,-0.038,0.027,0.110,-0.084,0.030,-0.027,-0.011,0.001,0.057,-0.077,-0.044,-0.063,0.033,-0.015,22.515,22.300,22.700,22.600,48.300,47.300,46.352,44.638,82.633,0.535
21.501,0.035,0.118,-0.088,-0.126,-0.031,-0.020,-0.011,0.063,-0.047,-0.012,0.016,-0.068,-0.029,-0.010,0.033,0.110,-0.084,0.030,-0.027,-0.011,-0.002,0.057,-0.077,-0.144,-0.063,0.034,-0.023,22.515,22.300,22.700,22.600,48.300,47.300,46.349,44.637,241.251,0.681
22.001,0.035,0.118,-0.088,-0.164,-0.031,-0.043,-0.011,0.063,-0.101,-0.012,0.069,0.034,-0.030,-0.040,0.033,0.110,-0.084,0.029,-0.027,-0.011,-0.041,0.057,-0.077,-0.144,-0.045,0.036,-0.023,22.515,22.300,22.700,22.600,48.300,47.300,46.346,44.635,350.912,0.728
22.501,0.035,0.053,-0.055,-0.166,-0.031,-0.043,-0.011,0.063,-0.104,-0.012,0.069,0.034,-0.029,-0.041,0.033,0.110,-0.084,0.003,-0.027,-0.008,-0.041,0.037,-0.065,-0.122,-0.025,0.036,-0.023,22.515,22.300,22.700,22.600,48.300,47.300,46.344,44.633,354.727,0.596
23.001,0.035,0.053,-0.055,-0.164,-0.031,-0.043,-0.011,0.063,-0.104,-0.012,0.069,0.034,-0.029,-0.040,0.033,0.110,-0.101,0.003,-0.027,-0.008,-0.041,0.037,-0.013,-0.117,-0.025,0.027,-0.015,22.514,22.300,22.700,22.600,48.300,47.300,46.341,44.630,346.049,0.634
23.501,0.035,-0.018,-0.055,-0.126,-0.031,-0.032,-0.011,0.063,-0.049,-0.012,0.069,0.034,-0.042,-0.041,0.021,0.110,-0.101,0.003,-0.027,-0.008,-0.041,0.037,0.018,-0.122,-0.025,0.036,-0.011,22.513,22.300,22.700,22.600,48.300,47.300,46.339,44.628,340.000,0.660
24.001,0.035,-0.018,-0.057,-0.126,-0.031,-0.032,-0.011,0.068,-0.050,-0.012,0.069,0.034,-0.052,-0.066,0.021,0.110,-0.101,0.003,-0.027,-0.011,-0.041,0.046,0.018,-0.122,-0.025,0.027,-0.011,22.513,22.300,22.700,22.600,48.300,47.300,46.336,44.625,247.928,0.655
24.501,0.055,-0.031,-0.088,-0.056,-0.031,-0.032,-0.011,0.068,-0.049,-0.012,0.069,0.034,-0.052,-0.066,0.021,0.110,-0.084,0.003,-0.027,-0.013,-0.041,0.046,0.018,-0.122,-0.025,0.011,-0.011,22.513,22.300,22.700,22.600,48.300,47.300,46.334,44.622,40.436,0.650
25.001,0.055,-0.094,-0.088,-0.042,-0.031,-0.032,-0.011,0.068,-0.049,-0.012,0.069,0.034,-0.052,-0.066,0.016,0.110,-0.084,0.003,-0.027,-0.013,-0.041,0.046,0.018,-0.117,-0.025,0.011,-0.019,22.512,22.300,22.700,22.600,48.300,47.300,46.331,44.617,223.117,0.697
25.501,0.035,-0.094,-0.057,-0.056,-0.031,-0.032,-0.011,0.068,-0.050,-0.012,0.069,0.034,-0.052,-0.066,0.015,0.110,-0.084,0.003,-0.027,-0.013,-0.041,0.044,0.018,-0.098,-0.041,0.011,-0.019,22.512,22.300,22.700,22.600,48.300,47.300,46.329,44.613,353.000,0.730
26.001,0.035,-0.094,-0.051,-0.056,-0.031,-0.032,-0.011,0.072,-0.134,-0.012,0.069,-0.042,-0.043,-0.066,0.016,0.110,-0.084,0.003,-0.027,-0.011,-0.041,0.034,0.030,-0.092,-0.041,0.011,-0.019,22.512,22.300,22.700,22.600,48.300,47.300,46.326,44.610,350.861,0.730
26.501,0.009,-0.035,-0.051,-0.041,-0.031,-0.032,-0.011,0.068,-0.134,-0.016,0.051,-0.042,-0.042,-0.066,0.016,0.110,-0.084,0.003,-0.027,-0.011,-0.041,0.034,0.030,-0.066,-0.041,0.065,-0.019,22.513,22.300,22.700,22.600,48.300,47.300,46.324,44.608,344.550,0.707
27.001,0.006,-0.035,-0.051,-0.041,-0.031,-0.041,-0.011,0.068,-0.134,-0.032,-0.034,-0.073,-0.043,-0.066,0.007,0.110,-0.084,0.003,-0.027,-0.011,-0.041,0.034,0.030,-0.092,-0.041,0.065,-0.016,22.514,22.300,22.700,22.600,48.300,47.300,46.321,44.605,342.494,0.605
27.501,-0.027,-0.035,-0.089,-0.093,-0.031,-0.042,-0.011,0.062,-0.134,-0.049,-0.034,-0.148,-0.043,-0.066,0.002,0.110,-0.084,0.003,-0.027,-0.014,-0.041,0.042,0.002,-0.092,-0.041,0.065,-0.011,22.512,22.300,22.700,22.600,48.300,47.300,46.319,44.603,296.191,0.511
28.001,0.006,-0.035,-0.089,-0.093,-0.031,-0.041,-0.011,0.062,-0.119,-0.049,-0.034,-0.073,-0.043,-0.066,0.002,0.110,-0.084,0.003,-0.027,-0.014,-0.041,0.042,-0.008,-0.067,-0.035,0.065,-0.011,22.511,22.300,22.700,22.600,48.300,47.300,46.319,44.602,132.176,0.441
28.501,0.006,-0.035,-0.089,-0.039,-0.031,-0.032,-0.011,0.062,-0.074,-0.049,-0.075,-0.005,-0.043,-0.066,0.002,0.110,-0.084,0.003,-0.027,-0.014,-0.009,0.042,-0.026,-0.015,-0.040,0.065,-0.016,22.509,22.300,22.700,22.600,48.300,47.300,46.319,44.602,100.923,0.435
29.001,0.104,0.013,-0.032,-0.039,-0.031,-0.032,-0.011,0.062,-0.117,-0.044,-0.008,0.034,-0.052,-0.066,0.002,0.110,-0.084,0.003,-0.027,-0.007,0.080,0.042,-0.018,-0.067,-0.068,0.065,-0.016,22.507,22.300,22.700,22.600,48.300,47.300,46.319,44.601,346.000,0.560
29.501,0.104,0.115,-0.032,-0.007,-0.031,-0.032,-0.011,0.072,-0.117,-0.044,0.008,0.108,-0.052,-0.087,0.007,0.105,-0.084,0.003,-0.027,0.002,0.080,0.038,-0.018,-0.067,-0.068,0.065,-0.013,22.505,22.300,22.700,22.600,48.300,47.300,46.319,44.599,301.391,0.591
30.001,0.104,0.115,-0.032,-0.007,-0.031,-0.032,-0.011,0.072,-0.117,-0.044,0.069,0.108,-0.052,-0.088,0.016,0.105,-0.084,0.003,-0.027,0.002,0.080,0.038,-0.018,-0.025,-0.040,0.065,-0.013,22.505,22.300,22.700,22.600,48.300,47.300,46.319,44.598,130.725,0.711
30.501,0.104,0.157,-0.032,-0.007,-0.031,-0.032,-0.011,0.072,-0.137,-0.044,0.069,0.253,-0.052,-0.128,0.007,0.096,-0.084,0.003,-0.027,0.002,0.080,0.035,-0.018,-0.053,-0.040,0.042,-0.019,22.505,22.300,22.700,22.600,48.300,47.300,46.320,44.598,91.952,0.739
31.001,0.087,0.157,-0.032,-0.007,-0.031,-0.032,-0.011,0.072,-0.137,-0.044,0.069,0.253,-0.052,-0.128,0.007,0.096,-0.084,0.003,-0.027,0.002,0.080,0.038,0.012,-0.097,-0.011,0.041,-0.019,22.505,22.300,22.700,22.600,48.300,47.300,46.321,44.598,349.000,0.560
31.501,0.087,0.157,-0.032,-0.007,-0.031,-0.032,-0.011,0.072,-0.137,-0.038,0.069,0.034,-0.052,-0.087,0.002,0.105,-0.084,0.003,-0.015,-0.017,0.080,0.038,0.031,-0.053,0.019,0.042,-0.019,22.505,22.300,22.700,22.600,48.300,47.300,46.322,44.596,269.107,0.537
32.001,0.096,0.144,-0.032,-0.007,-0.031,-0.032,-0.011,0.072,-0.098,-0.038,0.069,0.034,-0.044,-0.129,0.002,0.105,-0.084,0.003,-0.002,-0.024,0.080,0.046,0.032,-0.053,0.019,0.043,-0.019,22.505,22.300,22.700,22.600,48.300,47.300,46.322,44.595,0.000,0.460
32.501,0.096,0.144,-0.032,-0.007,-0.031,-0.032,0.002,0.072,-0.098,-0.025,0.069,0.034,-0.044,-0.129,0.002,0.096,-0.084,0.003,-0.007,-0.021,0.052,0.046,0.032,-0.069,0.019,0.042,-0.022,22.508,22.300,22.700,22.600,48.300,47.300,46.323,44.595,0.000,0.460
33.001,0.062,0.100,-0.032,-0.007,-0.031,-0.032,0.002,0.072,-0.098,-0.025,0.069,0.034,-0.027,-0.086,0.002,0.105,-0.084,0.003,-0.015,-0.021,0.052,0.046,0.032,-0.069,-0.025,0.043,-0.022,22.510,22.300,22.700,22.600,48.300,47.300,46.325,44.595,0.000,0.407
33.502,0.062,0.100,-0.032,-0.007,-0.031,-0.024,0.002,0.072,-0.112,-0.025,0.069,0.034,-0.027,-0.130,0.002,0.096,-0.084,0.003,-0.015,-0.017,0.034,0.046,0.002,-0.069,-0.025,0.043,-0.027,22.510,22.300,22.700,22.600,48.300,47.300,46.327,44.595,0.000,0.178
34.002,0.048,0.074,-0.049,-0.033,-0.031,-0.024,-0.011,0.072,-0.112,-0.025,0.069,0.034,-0.044,-0.132,-0.002,0.092,-0.084,0.003,-0.027,-0.011,0.027,0.042,0.002,-0.095,-0.025,-0.007,-0.030,22.510,22.300,22.700,22.600,48.300,47.300,46.327,44.595,0.893,0.101
34.502,0.048,0.074,-0.109,-0.126,-0.031,-0.032,-0.011,0.072,-0.112,-0.019,0.069,0.098,-0.045,-0.130,-0.002,0.092,-0.096,0.003,-0.027,-0.011,0.027,0.042,0.002,-0.069,-0.025,-0.007,-0.030,22.510,22.300,22.700,22.600,48.300,47.300,46.327,44.595,4.000,0.450
35.002,0.048,0.074,-0.109,-0.126,-0.031,-0.032,-0.011,0.072,-0.074,-0.012,0.069,0.130,-0.045,-0.132,-0.002,0.092,-0.096,0.003,-0.027,-0.011,0.027,0.042,0.002,-0.038,-0.025,0.044,-0.030,22.510,22.300,22.700,22.600,48.300,47.300,46.328,44.595,69.291,0.530
35.502,0.048,0.100,-0.109,-0.126,-0.031,-0.032,-0.011,0.072,-0.074,-0.012,0.069,0.130,-0.052,-0.150,-0.002,0.092,-0.128,0.003,-0.027,-0.011,0.027,0.042,0.002,-0.082,-0.013,-0.008,-0.025,22.510,22.300,22.700,22.600,48.300,47.300,46.328,44.595,341.836,0.865
36.002,0.048,0.100,-0.109,-0.126,-0.031,-0.032,0.000,0.072,-0.074,-0.012,0.069,-0.022,-0.045,-0.134,0.002,0.092,-0.129,0.003,-0.027,-0.011,-0.037,0.042,0.002,-0.082,-0.013,-0.008,-0.025,22.510,22.300,22.700,22.600,48.300,47.300,46.328,44.595,161.570,0.624
36.502,0.065,0.100,-0.109,-0.126,-0.031,-0.032,0.000,0.072,-0.074,-0.012,0.069,0.020,-0.045,-0.134,0.002,0.095,-0.128,0.003,-0.025,-0.011,-0.037,0.045,0.002,-0.082,-0.013,-0.011,-0.025,22.510,22.300,22.700,22.600,48.300,47.300,46.330,44.595,17.000,0.430
37.002,0.065,0.100,-0.096,-0.102,-0.031,-0.032,0.000,0.075,-0.058,-0.018,0.069,-0.022,-0.045,-0.150,0.002,0.095,-0.129,0.003,-0.017,-0.011,-0.041,0.050,0.002,-0.082,-0.047,-0.011,-0.021,22.510,22.300,22.700,22.600,48.300,47.300,46.330,44.595,14.201,0.451
37.502,0.047,0.094,-0.081,-0.082,-0.031,-0.032,-0.011,0.075,-0.043,-0.018,0.069,-0.130,-0.052,-0.134,0.002,0.095,-0.140,0.003,0.002,-0.011,-0.041,0.054,0.010,-0.082,-0.072,-0.011,-0.021,22.509,22.300,22.700,22.600,48.300,47.300,46.331,44.595,18.327,0.555
38.002,0.047,0.060,-0.076,-0.148,-0.031,-0.032,-0.011,0.072,-0.043,-0.026,0.069,-0.130,-0.052,-0.134,-0.001,0.092,-0.140,0.003,0.015,-0.011,-0.041,0.050,0.027,-0.082,-0.072,-0.011,-0.010,22.508,22.300,22.700,22.600,48.300,47.300,46.331,44.595,202.435,0.607
38.502,0.035,0.032,-0.076,-0.148,-0.031,-0.032,-0.011,0.072,-0.074,-0.040,0.069,-0.130,-0.052,-0.134,-0.013,0.092,-0.140,0.003,0.002,-0.011,-0.041,0.050,0.027,-0.082,-0.047,0.065,-0.010,22.508,22.300,22.700,22.600,48.300,47.300,46.331,44.595,353.000,0.650
39.002,0.035,0.032,-0.076,-0.126,-0.031,-0.032,-0.011,0.072,-0.074,-0.026,0.069,-0.130,-0.052,-0.150,-0.017,0.092,-0.140,0.003,0.016,-0.006,-0.041,0.042,0.034,-0.062,-0.073,0.065,-0.010,22.510,22.300,22.700,22.600,48.300,47.300,46.331,44.595,295.718,0.650
