# t (s),C_000 (ppm),C_001 (ppm),C_002 (ppm),C_010 (ppm),C_011 (ppm),C_012 (ppm),C_020 (ppm),C_021 (ppm),C_022 (ppm),C_100 (ppm),C_101 (ppm),C_102 (ppm),C_110 (ppm),C_111 (ppm),C_112 (ppm),C_120 (ppm),C_121 (ppm),C_122 (ppm),C_200 (ppm),C_201 (ppm),C_202 (ppm),C_210 (ppm),C_211 (ppm),C_212 (ppm),C_220 (ppm),C_221 (ppm),C_222 (ppm),T_1 (deg),T_2 (deg),T_3 (deg),T_4 (deg),H_1 (% r.h.),H_2 (% r.h.),H_3 (% r.h.),H_4 (% r.h.),Wdir (deg),Wspd (m/s)
23.502,0.000,0.002,0.020,0.193,0.000,0.000,0.000,0.018,0.083,0.000,0.000,0.000,0.004,0.000,0.017,0.002,0.000,0.012,0.000,0.007,0.000,0.040,0.007,0.005,0.024,0.000,0.000,21.900,21.787,22.205,22.736,33.697,32.368,32.307,29.582,81.442,0.000
24.002,0.031,0.139,0.186,0.052,0.041,0.000,0.000,0.016,0.003,0.020,0.051,0.000,0.004,0.000,0.002,0.002,0.029,0.000,0.000,0.000,0.000,0.037,0.086,0.000,0.024,0.000,0.014,21.900,21.787,22.205,22.736,33.697,32.368,32.308,29.580,163.000,0.000
24.502,0.020,0.120,0.086,0.000,0.000,0.000,0.000,0.005,0.003,0.000,0.051,0.225,0.004,0.000,0.017,0.002,0.000,0.026,0.000,0.000,0.000,0.022,0.042,0.000,0.014,0.054,0.020,21.900,21.787,22.205,22.736,33.697,32.366,32.310,29.577,163.000,0.000
25.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.003,0.000,0.051,0.000,0.004,0.000,0.002,0.005,0.000,0.026,0.000,0.022,0.000,0.025,0.042,0.005,0.000,0.000,0.003,21.900,21.787,22.205,22.736,33.697,32.368,32.310,29.575,141.394,0.000
25.502,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.003,0.000,0.051,0.000,0.004,0.000,0.012,0.019,0.000,0.015,0.000,0.022,0.000,0.040,0.049,0.000,0.024,0.000,0.014,21.900,21.787,22.205,22.736,33.697,32.368,32.310,29.575,0.000,0.000
26.002,0.000,0.002,0.020,0.000,0.000,0.000,0.000,0.005,0.003,0.000,0.051,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.040,0.088,0.000,0.024,0.055,0.022,21.900,21.787,22.205,22.736,33.697,32.366,32.310,29.574,0.000,0.000
26.502,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.003,0.027,0.051,0.000,0.040,0.000,0.002,0.002,0.031,0.026,0.000,0.000,0.000,0.040,0.036,0.131,0.024,0.000,0.014,21.900,21.786,22.205,22.735,33.697,32.368,32.310,29.574,18.964,0.001
27.002,0.024,0.000,0.000,0.056,0.000,0.000,0.000,0.007,0.003,0.019,0.017,0.000,0.004,0.000,0.018,0.002,0.000,0.015,0.000,0.022,0.000,0.038,0.000,0.064,0.016,0.000,0.023,21.900,21.785,22.205,22.735,33.697,32.368,32.310,29.574,148.047,0.009
27.502,0.000,0.002,0.000,0.000,0.001,0.000,0.000,0.017,0.003,0.000,0.000,0.000,0.004,0.000,0.001,0.002,0.000,0.000,0.000,0.022,0.000,0.024,0.037,0.000,0.000,0.069,0.023,21.900,21.785,22.205,22.735,33.697,32.368,32.310,29.574,0.000,0.000
28.002,0.022,0.002,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.071,0.000,0.004,0.000,0.018,0.002,0.000,0.026,0.005,0.025,0.000,0.038,0.000,0.000,0.024,0.057,0.018,21.900,21.785,22.204,22.735,33.697,32.368,32.309,29.574,0.000,0.000
28.502,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.022,0.218,0.000,0.004,0.000,0.000,0.002,0.000,0.017,0.059,0.049,0.000,0.024,0.042,0.005,0.017,0.000,0.000,21.900,21.783,22.203,22.735,33.697,32.370,32.308,29.574,16.859,0.001
29.002,0.031,0.002,0.000,0.000,0.002,0.000,0.000,0.005,0.000,0.000,0.051,0.000,0.004,0.000,0.000,0.002,0.000,0.000,0.000,0.022,0.000,0.038,0.037,0.005,0.000,0.000,0.022,21.900,21.783,22.203,22.733,33.697,32.367,32.308,29.574,149.823,0.009
29.502,0.031,0.002,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.023,0.035,0.000,0.004,0.000,0.000,0.002,0.000,0.000,0.000,0.017,0.000,0.022,0.000,0.005,0.024,0.069,0.013,21.900,21.781,22.203,22.731,33.697,32.367,32.308,29.573,0.000,0.000
30.002,0.031,0.002,0.103,0.000,0.000,0.002,0.000,0.000,0.011,0.000,0.000,0.243,0.004,0.000,0.000,0.002,0.000,0.018,0.000,0.000,0.000,0.024,0.042,0.005,0.024,0.069,0.023,21.900,21.783,22.203,22.731,33.697,32.367,32.308,29.571,0.000,0.000
30.502,0.031,0.002,0.013,0.074,0.000,0.037,0.000,0.005,0.098,0.000,0.051,0.000,0.004,0.044,0.000,0.000,0.000,0.000,0.000,0.022,0.364,0.038,0.042,0.005,0.024,0.060,0.023,21.900,21.780,22.203,22.730,33.697,32.365,32.308,29.570,12.506,0.001
31.002,0.028,0.002,0.000,0.074,0.000,0.000,0.000,0.005,0.098,0.000,0.051,0.000,0.004,0.000,0.000,0.000,0.000,0.026,0.000,0.022,0.000,0.024,0.042,0.005,0.024,0.000,0.022,21.900,21.780,22.203,22.729,33.697,32.363,32.308,29.572,157.473,0.010
31.502,0.000,0.002,0.000,0.063,0.000,0.000,0.000,0.005,0.091,0.000,0.037,0.000,0.004,0.000,0.000,0.000,0.000,0.019,0.000,0.022,0.000,0.040,0.039,0.010,0.024,0.000,0.013,21.900,21.778,22.203,22.728,33.697,32.365,32.308,29.572,0.000,0.000
32.002,0.019,0.012,0.040,0.000,0.000,0.000,0.000,0.005,0.003,0.000,0.000,0.000,0.004,0.045,0.000,0.000,0.000,0.000,0.003,0.022,0.000,0.038,0.000,0.067,0.024,0.000,0.023,21.900,21.776,22.203,22.726,33.697,32.365,32.308,29.570,0.000,0.000
32.502,0.000,0.132,0.273,0.000,0.000,0.000,0.000,0.005,0.003,0.064,0.051,0.584,0.004,0.000,0.000,0.000,0.000,0.026,0.062,0.022,0.115,0.022,0.000,0.005,0.020,0.000,0.023,21.900,21.778,22.203,22.724,33.697,32.364,32.308,29.568,8.200,0.001
33.002,0.003,0.026,0.067,0.000,0.004,0.000,0.000,0.005,0.000,0.000,0.051,0.328,0.004,0.000,0.000,0.000,0.000,0.026,0.010,0.022,0.005,0.022,0.000,0.005,0.000,0.000,0.023,21.900,21.775,22.203,22.726,33.697,32.364,32.308,29.567,134.959,0.008
33.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.121,0.004,0.000,0.019,0.001,0.000,0.026,0.000,0.008,0.000,0.024,0.040,0.005,0.024,0.160,0.023,21.900,21.773,22.203,22.725,33.695,32.364,32.308,29.567,163.000,0.006
34.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.090,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.055,0.000,0.002,0.021,0.000,0.022,21.900,21.770,22.203,22.724,33.693,32.364,32.308,29.567,163.000,0.000
34.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.039,0.000,0.000,0.051,0.000,0.023,0.044,0.000,0.000,0.000,0.002,21.900,21.770,22.203,22.724,33.693,32.364,32.308,29.567,157.291,0.000
35.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.010,0.000,0.048,0.000,0.004,0.049,0.039,0.000,0.037,0.026,0.000,0.023,0.119,0.040,0.092,0.005,0.000,0.000,0.013,21.900,21.770,22.203,22.724,33.693,32.364,32.308,29.567,2.924,0.000
35.503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.185,0.006,0.051,0.000,0.004,0.000,0.000,0.000,0.000,0.026,0.000,0.022,0.000,0.056,0.041,0.005,0.024,0.000,0.023,21.900,21.768,22.205,22.721,33.693,32.364,32.310,29.567,82.097,0.000
36.003,0.000,0.000,0.000,0.068,0.005,0.000,0.000,0.005,0.003,0.026,0.056,0.000,0.004,0.000,0.000,0.000,0.000,0.026,0.000,0.022,0.000,0.039,0.000,0.000,0.036,0.000,0.023,21.900,21.768,22.205,22.719,33.693,32.364,32.310,29.567,163.000,0.000
36.503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.003,0.000,0.189,0.000,0.004,0.000,0.000,0.000,0.000,0.026,0.000,0.022,0.000,0.023,0.000,0.000,0.351,0.065,0.023,21.900,21.770,22.205,22.719,33.693,32.364,32.310,29.567,163.000,0.007
37.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.165,0.000,0.003,0.000,0.000,0.000,0.000,0.023,0.000,0.034,0.000,0.040,0.041,0.005,0.000,0.000,0.012,21.900,21.769,22.205,22.717,33.693,32.363,32.310,29.566,163.000,0.006
37.503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.057,0.000,0.003,0.000,0.000,0.012,21.900,21.769,22.205,22.717,33.693,32.364,32.310,29.564,163.000,0.000
38.003,0.030,0.004,0.000,0.000,0.000,0.001,0.000,0.005,0.003,0.000,0.048,0.000,0.004,0.053,0.000,0.000,0.000,0.200,0.000,0.022,0.000,0.040,0.042,0.000,0.227,0.000,0.023,21.900,21.767,22.205,22.717,33.693,32.365,32.310,29.562,160.571,0.000
38.503,0.000,0.109,0.071,0.000,0.000,0.082,0.000,0.005,0.004,0.017,0.000,0.456,0.004,0.052,0.020,0.000,0.000,0.026,0.000,0.022,0.091,0.040,0.043,0.004,0.000,0.000,0.012,21.900,21.767,22.205,22.717,33.693,32.367,32.310,29.561,35.944,0.000
39.003,0.000,0.139,0.111,0.000,0.000,0.000,0.000,0.005,0.098,0.009,0.019,0.600,0.004,0.000,0.000,0.000,0.000,0.026,0.026,0.047,0.122,0.057,0.094,0.000,0.000,0.068,0.023,21.900,21.765,22.205,22.717,33.695,32.367,32.310,29.562,67.519,0.000
39.503,0.000,0.139,0.111,0.073,0.006,0.000,0.000,0.018,0.003,0.000,0.236,0.600,0.004,0.000,0.000,0.000,0.000,0.026,0.065,0.082,0.122,0.040,0.000,0.000,0.000,0.000,0.000,21.900,21.762,22.205,22.717,33.695,32.367,32.310,29.564,162.403,0.000
40.003,0.027,0.271,0.111,0.214,0.000,0.000,0.000,0.005,0.000,0.026,0.237,0.600,0.004,0.160,0.020,0.000,0.038,0.026,0.066,0.000,0.122,0.057,0.042,0.000,0.094,0.000,0.001,21.900,21.760,22.203,22.717,33.695,32.370,32.308,29.566,163.000,0.000
40.503,0.000,0.046,0.035,0.076,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.039,0.026,0.009,0.000,0.000,0.057,0.042,0.000,0.000,0.000,0.044,21.900,21.759,22.203,22.717,33.695,32.370,32.307,29.569,25.845,0.000
41.003,0.000,0.063,0.020,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.074,0.042,0.067,0.091,0.000,0.013,21.900,21.759,22.203,22.717,33.695,32.372,32.307,29.568,71.713,0.004
41.503,0.029,0.136,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.258,0.005,0.000,0.000,0.000,0.000,0.023,0.000,0.081,0.000,0.058,0.000,0.007,0.000,0.000,0.002,21.900,21.759,22.203,22.717,33.695,32.372,32.307,29.566,159.828,0.010
42.003,0.031,0.139,0.191,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.043,0.586,0.004,0.048,0.000,0.000,0.000,0.000,0.063,0.054,0.116,0.073,0.040,0.005,0.021,0.064,0.012,21.900,21.759,22.203,22.717,33.695,32.372,32.307,29.564,163.000,0.010
42.503,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.006,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.042,0.005,0.000,0.000,0.002,21.900,21.762,22.203,22.718,33.695,32.372,32.307,29.565,16.798,0.001
43.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.004,0.000,0.089,0.004,0.000,0.017,0.000,0.000,0.021,0.000,0.019,0.000,0.074,0.000,0.005,0.020,0.063,0.012,21.900,21.762,22.203,22.718,33.695,32.373,32.305,29.565,74.260,0.005
