# t (s),C_000 (ppm),C_001 (ppm),C_002 (ppm),C_010 (ppm),C_011 (ppm),C_012 (ppm),C_020 (ppm),C_021 (ppm),C_022 (ppm),C_100 (ppm),C_101 (ppm),C_102 (ppm),C_110 (ppm),C_111 (ppm),C_112 (ppm),C_120 (ppm),C_121 (ppm),C_122 (ppm),C_200 (ppm),C_201 (ppm),C_202 (ppm),C_210 (ppm),C_211 (ppm),C_212 (ppm),C_220 (ppm),C_221 (ppm),C_222 (ppm),T_1 (deg),T_2 (deg),T_3 (deg),T_4 (deg),H_1 (% r.h.),H_2 (% r.h.),H_3 (% r.h.),H_4 (% r.h.),Wdir (deg),Wspd (m/s)
16.001,0.060,0.000,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.031,0.000,0.004,0.000,0.000,0.061,0.000,0.000,0.028,0.082,0.012,0.014,22.007,21.835,22.400,22.800,28.284,23.985,26.765,25.096,139.116,0.021
16.501,0.113,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.068,0.013,0.031,0.000,0.001,0.000,0.000,0.017,0.000,0.004,0.051,0.000,0.143,0.001,0.000,0.008,0.004,0.000,0.013,22.006,21.836,22.400,22.800,28.282,23.987,26.766,25.096,15.401,0.002
17.001,0.066,0.000,0.000,0.011,0.000,0.007,0.010,0.000,0.162,0.013,0.031,0.060,0.000,0.000,0.000,0.032,0.000,0.037,0.051,0.000,0.000,0.017,0.000,0.054,0.000,0.000,0.003,22.005,21.837,22.400,22.800,28.280,23.991,26.766,25.096,125.464,0.019
17.501,0.011,0.000,0.000,0.169,0.000,0.007,0.033,0.000,0.024,0.001,0.031,0.000,0.000,0.000,0.012,0.045,0.000,0.032,0.031,0.000,0.000,0.000,0.000,0.054,0.032,0.000,0.006,22.004,21.837,22.400,22.800,28.279,23.993,26.766,25.094,197.000,0.030
18.001,0.000,0.000,0.000,0.216,0.000,0.007,0.009,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.006,0.017,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.029,0.032,0.000,0.003,22.002,21.838,22.400,22.800,28.277,23.996,26.766,25.093,197.000,0.030
18.501,0.000,0.000,0.000,0.114,0.000,0.007,0.034,0.000,0.026,0.000,0.151,0.000,0.000,0.000,0.012,0.017,0.000,0.004,0.023,0.000,0.000,0.000,0.000,0.000,0.032,0.051,0.010,22.002,21.838,22.400,22.800,28.275,23.998,26.765,25.093,197.000,0.030
19.001,0.000,0.039,0.005,0.059,0.000,0.007,0.009,0.000,0.000,0.000,0.157,0.000,0.000,0.036,0.000,0.024,0.000,0.004,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.006,22.002,21.837,22.400,22.800,28.274,24.000,26.763,25.093,197.000,0.030
19.501,0.012,0.055,0.000,0.010,0.000,0.007,0.034,0.000,0.000,0.000,0.000,0.000,0.017,0.073,0.000,0.038,0.000,0.004,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,22.001,21.838,22.400,22.800,28.272,24.002,26.762,25.093,197.000,0.033
20.001,0.000,0.000,0.000,0.114,0.000,0.023,0.009,0.000,0.029,0.013,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.004,0.000,0.000,0.000,0.006,0.000,0.000,0.032,0.000,0.003,22.000,21.838,22.400,22.800,28.270,24.002,26.759,25.092,197.000,0.040
20.501,0.002,0.000,0.000,0.114,0.000,0.037,0.034,0.000,0.097,0.013,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.004,0.000,0.000,0.000,0.006,0.000,0.007,0.032,0.051,0.014,22.000,21.837,22.400,22.800,28.269,24.002,26.757,25.092,197.000,0.034
21.001,0.035,0.037,0.005,0.114,0.000,0.000,0.000,0.000,0.027,0.013,0.031,0.000,0.000,0.036,0.006,0.024,0.000,0.004,0.002,0.000,0.016,0.017,0.000,0.030,0.032,0.014,0.017,22.000,21.836,22.400,22.800,28.267,24.003,26.754,25.092,197.000,0.030
21.501,0.006,0.036,0.039,0.114,0.000,0.000,0.008,0.000,0.000,0.013,0.031,0.068,0.000,0.074,0.012,0.031,0.000,0.004,0.026,0.000,0.000,0.022,0.000,0.007,0.005,0.000,0.010,22.000,21.838,22.400,22.800,28.265,24.005,26.752,25.092,197.000,0.030
22.001,0.000,0.000,0.105,0.114,0.000,0.007,0.035,0.000,0.000,0.013,0.090,0.051,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.014,0.004,0.000,0.000,0.030,0.000,0.051,0.006,22.001,21.838,22.400,22.800,28.265,24.007,26.749,25.092,136.607,0.021
22.501,0.000,0.000,0.092,0.060,0.000,0.007,0.000,0.000,0.029,0.008,0.199,0.490,0.000,0.000,0.000,0.017,0.000,0.000,0.042,0.011,0.278,0.000,0.000,0.000,0.032,0.014,0.000,22.003,21.840,22.400,22.800,28.265,24.011,26.747,25.092,24.694,0.001
23.001,0.005,0.000,0.040,0.000,0.000,0.000,0.008,0.000,0.097,0.000,0.098,0.308,0.000,0.000,0.006,0.024,0.000,0.004,0.003,0.000,0.122,0.006,0.000,0.007,0.032,0.000,0.003,22.005,21.841,22.400,22.800,28.264,24.013,26.744,25.092,128.167,0.007
23.501,0.035,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.062,0.000,0.031,0.100,0.002,0.000,0.013,0.031,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.030,0.006,0.014,0.013,22.005,21.841,22.400,22.800,28.262,24.015,26.742,25.092,197.000,0.010
24.001,0.035,0.000,0.000,0.008,0.000,0.007,0.008,0.000,0.000,0.013,0.031,0.000,0.000,0.075,0.000,0.017,0.000,0.004,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,22.005,21.840,22.400,22.800,28.259,24.016,26.739,25.092,197.000,0.010
24.501,0.035,0.000,0.000,0.114,0.000,0.022,0.035,0.000,0.000,0.013,0.031,0.254,0.000,0.152,0.000,0.024,0.000,0.004,0.007,0.000,0.045,0.000,0.000,0.000,0.032,0.051,0.006,22.005,21.839,22.400,22.800,28.257,24.018,26.736,25.092,197.000,0.010
25.002,0.006,0.037,0.000,0.061,0.000,0.037,0.000,0.000,0.000,0.013,0.031,0.303,0.000,0.000,0.000,0.031,0.000,0.004,0.002,0.000,0.117,0.000,0.000,0.006,0.058,0.051,0.000,22.005,21.837,22.400,22.800,28.255,24.018,26.734,25.092,197.000,0.010
25.502,0.000,0.086,0.000,0.000,0.000,0.007,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.004,0.027,0.000,0.016,0.006,0.000,0.030,0.058,0.015,0.003,22.005,21.835,22.400,22.800,28.254,24.019,26.731,25.092,197.000,0.013
26.002,0.000,0.000,0.000,0.000,0.000,0.007,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.004,0.000,0.000,0.016,0.028,0.000,0.000,0.000,0.000,0.010,22.005,21.835,22.400,22.800,28.253,24.021,26.729,25.092,136.971,0.014
26.502,0.024,0.000,0.005,0.000,0.000,0.007,0.000,0.000,0.000,0.013,0.199,0.000,0.000,0.035,0.000,0.038,0.000,0.067,0.000,0.000,0.016,0.000,0.014,0.000,0.032,0.000,0.010,22.005,21.834,22.400,22.800,28.252,24.021,26.726,25.092,25.511,0.001
27.002,0.000,0.000,0.005,0.000,0.000,0.022,0.000,0.000,0.028,0.013,0.099,0.000,0.000,0.075,0.000,0.017,0.000,0.100,0.000,0.000,0.016,0.000,0.000,0.000,0.032,0.000,0.006,22.005,21.835,22.400,22.800,28.251,24.023,26.724,25.091,127.908,0.006
27.502,0.000,0.000,0.005,0.000,0.000,0.038,0.000,0.000,0.000,0.025,0.031,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.032,0.051,0.003,22.005,21.835,22.400,22.800,28.249,24.023,26.722,25.089,197.000,0.013
28.002,0.031,0.000,0.005,0.000,0.000,0.022,0.000,0.000,0.000,0.056,0.031,0.000,0.000,0.034,0.013,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.006,0.032,0.016,0.010,22.005,21.836,22.400,22.800,28.247,24.025,26.721,25.087,197.000,0.020
28.502,0.000,0.000,0.005,0.006,0.000,0.038,0.007,0.000,0.064,0.031,0.031,0.000,0.000,0.076,0.005,0.053,0.002,0.004,0.000,0.000,0.000,0.000,0.000,0.031,0.032,0.000,0.006,22.005,21.838,22.400,22.800,28.246,24.029,26.719,25.087,197.000,0.020
29.002,0.000,0.000,0.000,0.063,0.000,0.007,0.036,0.000,0.000,0.013,0.031,0.075,0.000,0.000,0.013,0.038,0.000,0.004,0.000,0.005,0.000,0.000,0.000,0.000,0.032,0.000,0.000,22.005,21.838,22.400,22.800,28.244,24.031,26.717,25.087,197.000,0.020
29.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.004,0.000,0.000,0.000,0.000,0.032,0.000,0.032,0.016,0.003,22.005,21.839,22.400,22.800,28.242,24.033,26.716,25.085,197.000,0.020
30.002,0.000,0.000,0.002,0.000,0.000,0.000,0.007,0.000,0.000,0.738,0.000,0.178,0.000,0.076,0.000,0.038,0.000,0.004,0.000,0.000,0.016,0.000,0.015,0.000,0.032,0.000,0.010,22.006,21.838,22.400,22.800,28.240,24.033,26.715,25.084,197.000,0.020
30.502,0.000,0.245,0.000,0.065,0.000,0.021,0.062,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.032,0.051,0.010,22.008,21.838,22.400,22.800,28.239,24.033,26.714,25.083,197.000,0.026
31.002,0.010,0.252,0.000,0.000,0.000,0.039,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.032,0.019,0.010,22.008,21.837,22.400,22.800,28.237,24.033,26.711,25.083,197.000,0.030
31.502,0.000,0.000,0.000,0.000,0.000,0.020,0.062,0.000,0.024,0.000,0.000,0.000,0.000,0.029,0.005,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.010,22.008,21.838,22.400,22.800,28.236,24.035,26.709,25.083,197.000,0.027
32.002,0.000,0.000,0.000,0.069,0.000,0.040,0.039,0.000,0.068,0.035,0.000,0.094,0.000,0.080,0.014,0.054,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.007,22.008,21.838,22.400,22.800,28.237,24.035,26.707,25.083,144.996,0.015
32.502,0.000,0.000,0.000,0.000,0.000,0.020,0.004,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.032,0.002,0.004,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.002,22.008,21.838,22.400,22.800,28.235,24.036,26.707,25.083,22.282,0.001
33.002,0.000,0.000,0.000,0.000,0.000,0.040,0.039,0.000,0.000,0.000,0.031,0.000,0.000,0.028,0.000,0.023,0.002,0.004,0.000,0.000,0.000,0.006,0.000,0.002,0.010,0.000,0.010,22.008,21.839,22.400,22.800,28.235,24.037,26.707,25.083,123.626,0.006
33.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.054,0.031,0.000,0.005,0.081,0.000,0.038,0.000,0.004,0.000,0.000,0.000,0.006,0.000,0.054,0.000,0.051,0.010,22.008,21.837,22.400,22.800,28.236,24.037,26.704,25.083,197.000,0.012
34.002,0.000,0.000,0.287,0.000,0.000,0.000,0.000,0.000,0.000,0.182,0.024,0.511,0.000,0.000,0.000,0.044,0.000,0.004,0.000,0.000,0.000,0.006,0.000,0.035,0.000,0.051,0.000,22.008,21.837,22.400,22.800,28.234,24.037,26.701,25.083,197.000,0.020
34.502,0.000,0.000,0.068,0.000,0.000,0.040,0.000,0.000,0.022,0.060,0.000,0.123,0.000,0.000,0.000,0.054,0.000,0.004,0.000,0.000,0.000,0.010,0.000,0.002,0.032,0.051,0.000,22.008,21.834,22.400,22.800,28.233,24.034,26.698,25.083,197.000,0.026
35.002,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.069,0.000,0.000,0.000,0.005,0.028,0.014,0.044,0.002,0.000,0.000,0.000,0.000,0.027,0.000,0.035,0.032,0.051,0.010,22.008,21.833,22.400,22.800,28.232,24.033,26.698,25.083,197.000,0.030
35.502,0.000,0.000,0.005,0.114,0.000,0.020,0.003,0.000,0.022,0.020,0.057,0.187,0.000,0.082,0.000,0.060,0.000,0.000,0.000,0.000,0.036,0.039,0.000,0.000,0.032,0.022,0.007,22.010,21.833,22.400,22.800,28.233,24.033,26.697,25.083,197.000,0.030
36.002,0.000,0.000,0.005,0.071,0.000,0.040,0.062,0.000,0.069,0.042,0.153,0.187,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.000,0.112,0.044,0.000,0.000,0.011,0.000,0.005,22.010,21.833,22.400,22.800,28.233,24.033,26.694,25.083,197.000,0.030
36.502,0.000,0.000,0.005,0.000,0.000,0.007,0.040,0.000,0.022,0.047,0.173,0.187,0.000,0.000,0.000,0.044,0.000,0.000,0.000,0.000,0.127,0.056,0.000,0.000,0.000,0.022,0.021,22.010,21.832,22.400,22.800,28.233,24.032,26.692,25.084,197.000,0.030
37.002,0.000,0.000,0.031,0.000,0.000,0.007,0.000,0.000,0.070,0.013,0.031,0.642,0.000,0.027,0.000,0.060,0.054,0.004,0.000,0.000,0.016,0.060,0.018,0.001,0.032,0.000,0.018,22.010,21.833,22.400,22.800,28.234,24.033,26.690,25.084,197.000,0.030
37.502,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.013,0.031,1.141,0.000,0.083,0.000,0.060,0.002,0.004,0.000,0.000,0.000,0.068,0.000,0.035,0.053,0.051,0.004,22.010,21.834,22.400,22.800,28.233,24.034,26.688,25.085,197.000,0.030
38.002,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.002,0.031,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.089,0.023,0.000,22.010,21.833,22.400,22.800,28.233,24.033,26.685,25.088,149.209,0.023
38.502,0.000,0.000,0.000,0.000,0.000,0.019,0.002,0.000,0.021,0.000,0.012,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.001,0.072,0.000,0.000,0.000,0.000,0.010,22.010,21.833,22.400,22.800,28.232,24.033,26.685,25.090,19.028,0.003
39.002,0.000,0.000,0.000,0.000,0.000,0.018,0.041,0.000,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.002,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,22.010,21.834,22.400,22.800,28.230,24.034,26.683,25.091,121.001,0.018
39.502,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.000,0.172,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.002,0.000,0.000,0.000,0.000,0.096,0.000,0.000,0.012,0.051,0.000,22.010,21.833,22.400,22.800,28.230,24.033,26.680,25.091,197.000,0.030
40.002,0.000,0.000,0.000,0.000,0.000,0.165,0.289,0.006,0.071,0.013,0.031,0.000,0.000,0.000,0.029,0.060,0.002,0.051,0.000,0.000,0.000,0.072,0.018,0.000,0.000,0.051,0.000,22.010,21.835,22.400,22.800,28.229,24.035,26.680,25.091,197.000,0.030
40.502,0.000,0.000,0.000,0.114,0.000,0.373,0.062,0.000,0.000,0.013,0.031,0.037,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.072,0.000,0.000,0.000,0.024,0.000,22.010,21.838,22.400,22.800,28.228,24.038,26.678,25.091,197.000,0.030
41.002,0.035,0.455,0.005,0.076,0.000,0.042,0.042,0.000,0.000,0.013,0.031,0.187,0.000,0.024,0.000,0.060,0.000,0.000,0.000,0.000,0.016,0.076,0.000,0.000,0.051,0.000,0.000,22.010,21.839,22.400,22.800,28.228,24.039,26.677,25.091,197.000,0.030
41.503,0.020,1.104,0.005,0.000,0.000,0.028,0.000,0.000,0.000,0.013,0.000,0.187,0.000,0.113,0.015,0.060,0.000,0.004,0.000,0.000,0.016,0.088,0.000,0.000,0.074,0.000,0.000,22.010,21.837,22.400,22.800,28.227,24.037,26.675,25.091,197.000,0.030
42.003,0.000,0.079,0.005,0.000,0.000,0.077,0.000,0.000,0.000,0.013,0.000,0.187,0.000,0.113,0.003,0.060,0.002,0.004,0.000,0.000,0.016,0.088,0.000,0.000,0.000,0.000,0.000,22.009,21.837,22.400,22.800,28.225,24.037,26.672,25.091,197.000,0.030
42.503,0.000,0.067,0.005,0.000,0.000,0.007,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.113,0.015,0.060,0.002,0.004,0.000,0.000,0.016,0.084,0.000,0.000,0.032,0.000,0.000,22.007,21.835,22.400,22.800,28.222,24.035,26.670,25.091,197.000,0.025
43.003,0.035,0.104,0.025,0.000,0.000,0.017,0.000,0.000,0.000,0.013,0.031,0.000,0.000,0.064,0.000,0.060,0.002,0.004,0.000,0.008,0.047,0.075,0.000,0.000,0.032,0.000,0.000,22.005,21.834,22.400,22.800,28.221,24.034,26.668,25.091,197.000,0.020
